propertyna,latitude,longitude,borough
Coney Island Beach & Boardwalk,40.572653,-73.983349,Brooklyn
Merriam Playground,40.84066,-73.926693,Bronx
Beach 9 Playground,40.595477,-73.744598,Queens
Walter Gladwin Park,40.846016,-73.893923,Bronx
Dyker Beach Park,40.607088,-74.020738,Brooklyn
Breukelen Ballfields,40.650485,-73.891482,Brooklyn
Marcus Garvey Park,40.804984,-73.94486,Manhattan
Prospect Park,40.659894,-73.964445,Brooklyn
Owl's Head Park,40.640524,-74.030157,Brooklyn
Tappen Park,40.62688,-74.077327,Staten Island
Franklin D. Roosevelt Boardwalk and Beach,40.574144,-74.084174,Staten Island
John V. Lindsay East River Park,40.719499,-73.973379,Manhattan
Flushing Meadows Corona Park,40.740749,-73.849053,Queens
John V. Lindsay East River Park,40.712816,-73.97701,Manhattan
Cunningham Park,40.730032,-73.772563,Queens
Bill Brown Playground,40.59217,-73.945965,Brooklyn
Silver Lake Park,40.628109,-74.099418,Staten Island
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
Frederick Douglass Playground,40.796993,-73.967735,Manhattan
Central Park,40.782508,-73.96452,Manhattan
Golconda Playground,40.697703,-73.982864,Brooklyn
Madison Square Park,40.742611,-73.987421,Manhattan
Police Officer John G. Scarangella Park,40.594944,-73.984633,Brooklyn
Hermon A. MacNeil Park,40.791889,-73.851213,Queens
Harlem River Park,40.807333,-73.934562,Manhattan
Calvert Vaux Park,40.58781,-73.990517,Brooklyn
Schmul Park,40.589407,-74.186531,Staten Island
The Painter's Playground,40.720436,-73.859785,Queens
Rufus King Park,40.704213,-73.803545,Queens
Ten Eyck Playground,40.709018,-73.938873,Brooklyn
Millbrook Playground,40.804378,-73.917051,Bronx
Hansborough Recreation Center,40.812834,-73.939331,Manhattan
Franklin D. Roosevelt Boardwalk and Beach,40.567665,-74.091465,Staten Island
McCarren Park,40.721279,-73.952891,Brooklyn
Frank D. O'Connor Playground,40.744389,-73.886629,Queens
Astoria Park,40.778529,-73.922167,Queens
Central Park,40.784189,-73.966045,Manhattan
Sheltering Arms Playground,40.815133,-73.955551,Manhattan
Lt. Lia Playground,40.643584,-74.080029,Staten Island
Rockaway Beach Boardwalk,40.584641,-73.810846,Queens
Chester Playground,40.668622,-73.911853,Brooklyn
Kelly Park Playground,40.603808,-73.95751,Brooklyn
Central Park,40.794236,-73.952595,Manhattan
Dunbar Playground,40.823028,-73.906034,Bronx
Cunningham Park,40.735727,-73.770051,Queens
Vinmont Veteran Park,40.902834,-73.904068,Bronx
Agnes Haywood Playground,40.880443,-73.861715,Bronx
Flushing Meadows Corona Park,40.747097,-73.836483,Queens
Frederick Johnson Playground,40.824787,-73.935499,Manhattan
Louis Armstrong Community Center,40.757223,-73.861253,Queens
Highbridge Park,40.857756,-73.924606,Manhattan
L/CPL Thomas P. Noonan Jr. Playground,40.741163,-73.922365,Queens
Pelham Bay Park,40.85171,-73.824703,Bronx
Wagner Playground,40.799804,-73.934273,Manhattan
Pelham Bay Park,40.869246,-73.791212,Bronx
St. John's Park,40.673861,-73.934891,Brooklyn
Central Park,40.7841,-73.968174,Manhattan
Washington Hall Park,40.695147,-73.966479,Brooklyn
John V. Lindsay East River Park,40.723138,-73.973479,Manhattan
Old Town Playground,40.594492,-74.080877,Staten Island
Railroad Playground,40.649979,-73.914774,Brooklyn
Stockton Playground,40.697223,-73.948814,Brooklyn
Forest Park,40.709751,-73.836359,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.574093,-74.083069,Staten Island
Wards Island Park,40.789084,-73.927264,Manhattan
Harry Maze Playground,40.643282,-73.923215,Brooklyn
Lyons Square Playground,40.822618,-73.888303,Bronx
Glenwood Playground,40.636894,-73.919434,Brooklyn
Gerard P. Dugan Playground,40.56157,-74.111508,Staten Island
Parade Ground,40.651895,-73.966427,Brooklyn
Galapo Playground,40.597872,-73.946933,Brooklyn
Playground Sixty Two LXII,40.736211,-73.852955,Queens
Bronx Park,40.858408,-73.87168,Bronx
Central Park,40.797062,-73.951457,Manhattan
Pelham Bay Park,40.870338,-73.786292,Bronx
North Pacific Playground,40.68527,-73.982218,Brooklyn
Theodore Roosevelt Park,40.782135,-73.973854,Manhattan
Astoria Park,40.778043,-73.922481,Queens
Manhattan Beach Park,40.575938,-73.946366,Brooklyn
McGuire Fields,40.617795,-73.898623,Brooklyn
Marion Hopkinson Playground,40.68174,-73.913856,Brooklyn
Spuyten Duyvil Playground,40.887111,-73.916248,Bronx
Dome Playground,40.638419,-73.980463,Brooklyn
Sumner Playground,40.697019,-73.942838,Brooklyn
St. Mary's Park,40.810344,-73.91031,Bronx
Concrete Plant Park,40.824286,-73.885263,Bronx
John V. Lindsay East River Park,40.710892,-73.977901,Manhattan
Wolfe's Pond Park,40.51934,-74.186468,Staten Island
Flushing Meadows Corona Park,40.744143,-73.845202,Queens
James J Walker Park,40.729927,-74.006106,Manhattan
Thorpe Family Playground,40.856171,-73.894839,Bronx
Little Bay Park,40.787891,-73.792789,Queens
Brizzi Playground,40.642316,-73.994629,Brooklyn
Squibb Park,40.70094,-73.995341,Brooklyn
Benson Playground,40.60251,-74.002365,Brooklyn
Coney Island Beach & Boardwalk,40.571436,-73.994562,Brooklyn
Brownsville Playground,40.656223,-73.902784,Brooklyn
Van Cortlandt Park,40.890315,-73.896556,Bronx
Thomas Greene Playground,40.680511,-73.98552,Brooklyn
Cunningham Park,40.729215,-73.773276,Queens
Flushing Meadows Corona Park,40.747661,-73.846961,Queens
Underwood Park,40.688762,-73.966339,Brooklyn
Mosholu Parkway,40.868559,-73.88042,Bronx
"Phil ""Scooter"" Rizzuto Park",40.695133,-73.820909,Queens
Louis Pasteur Park,40.761804,-73.735477,Queens
Rev. T. Wendell Foster Park and Recreation Center,40.831631,-73.924034,Bronx
Central Park,40.764838,-73.973665,Manhattan
Sutton Parks,40.754991,-73.962427,Manhattan
Co-op City Field,40.875688,-73.824078,Bronx
Randall's Island Park,40.795486,-73.914437,Manhattan
Randall's Island Park,40.79288,-73.924708,Manhattan
Fort Tryon Park,40.85866,-73.934751,Manhattan
Washington's Walk,40.871461,-73.898007,Bronx
Russell Sage Playground,40.724206,-73.851658,Queens
Sherman Creek,40.861452,-73.917788,Manhattan
Bronx Park,40.847141,-73.870393,Bronx
Midland Field,40.5762,-74.0975,Staten Island
Lost Battalion Hall Recreation Center,40.731803,-73.865512,Queens
John J Carty Park,40.61182,-74.031652,Brooklyn
Flushing Meadows Corona Park,40.751758,-73.843544,Queens
Stuyvesant Square,40.734401,-73.984274,Manhattan
Electric Playground,40.735726,-73.805243,Queens
Central Park,40.774575,-73.975397,Manhattan
Central Park,40.767631,-73.971305,Manhattan
Shore Park and Parkway,40.622303,-74.040421,Brooklyn
P.O. Reinaldo Salgado Playground,40.687929,-73.925567,Brooklyn
Washington Park,40.673004,-73.984179,Brooklyn
Ranaqua Playground,40.806706,-73.922221,Bronx
Ferry Point Park,40.812083,-73.838622,Bronx
Schiff Mall,40.718997,-73.990402,Manhattan
Fort Washington Park,40.842066,-73.946724,Manhattan
Asser Levy Playground,40.736143,-73.975668,Manhattan
Bronx Park,40.860413,-73.871456,Bronx
Central Park,40.781269,-73.968023,Manhattan
Baisley Pond Park,40.677645,-73.782273,Queens
Fort Greene Park,40.692223,-73.974731,Brooklyn
Bayswater Park,40.600314,-73.769178,Queens
Fisher Pool,40.758451,-73.869459,Queens
Mathews-Palmer Playground,40.761246,-73.992915,Manhattan
Parade Ground,40.649768,-73.971025,Brooklyn
Maria Hernandez Park,40.703844,-73.923127,Brooklyn
Betsy Head Park,40.663381,-73.913142,Brooklyn
Brooklyn Heights Promenade,40.699688,-73.996176,Brooklyn
Hamilton Fish Park,40.71998,-73.981456,Manhattan
Marine Park,40.608555,-73.935982,Brooklyn
Cunningham Park,40.736981,-73.772887,Queens
Rienzi Playground,40.887583,-73.858959,Bronx
Barrier Playground,40.736175,-73.854727,Queens
Farm Playground,40.736255,-73.777463,Queens
Hammel Playground,40.588136,-73.809416,Queens
Randall's Island Park,40.799373,-73.923379,Manhattan
Alley Pond Park,40.741924,-73.748723,Queens
Thomas Boyland Park,40.682019,-73.907489,Brooklyn
Colden Playground,40.770124,-73.82698,Queens
Shorehaven,40.807256,-73.849306,Bronx
Carroll Park,40.681387,-73.996154,Brooklyn
Kissena Park,40.749235,-73.80406,Queens
Sutter Ballfields,40.671558,-73.887322,Brooklyn
Fort Tryon Park,40.865037,-73.929369,Manhattan
Star Spangled Playground,40.692062,-73.958246,Brooklyn
Morningside Park,40.80978,-73.955607,Manhattan
Colucci Playground,40.852196,-73.835188,Bronx
Gun Hill Playground,40.874756,-73.865401,Bronx
Randall's Island Park,40.800497,-73.923946,Manhattan
Richman (Echo) Park,40.849462,-73.902101,Bronx
Watson Gleason Playground,40.829075,-73.868995,Bronx
Bushwick Inlet Park,40.721511,-73.960821,Brooklyn
Willowbrook Park,40.606924,-74.154895,Staten Island
Cardozo Playground,40.593821,-73.786629,Queens
Rockaway Garage,40.592171,-73.802989,Queens
Flushing Meadows Corona Park,40.751336,-73.849373,Queens
High Rock Park,40.582828,-74.12197,Staten Island
Burns Playground,40.862809,-73.836662,Bronx
Saratoga Park,40.6847,-73.919542,Brooklyn
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
Wright Brothers Playground,40.831656,-73.94157,Manhattan
Crocheron Park,40.772511,-73.765219,Queens
Beach 9 Playground,40.595647,-73.744529,Queens
Thomas Greene Playground,40.680229,-73.985593,Brooklyn
The High Line,40.748153,-74.00451,Manhattan
Van Cortlandt Park,40.89995,-73.87234,Bronx
East Springfield Playground,40.698671,-73.739981,Queens
East River Waterfront Esplanade,40.709725,-73.991521,Manhattan
Horseshoe Playground,40.824017,-73.897676,Bronx
Fort Washington Park,40.841104,-73.947483,Manhattan
Cadman Plaza Park,40.697273,-73.99114,Brooklyn
McKinley Park,40.625557,-74.017209,Brooklyn
Gwirtzman Triangle,40.575583,-73.862692,Queens
Flushing Meadows Corona Park,40.746354,-73.838522,Queens
Thomas Jefferson Park,40.793694,-73.935145,Manhattan
Queensbridge Park,40.756249,-73.949394,Queens
Isham Park,40.869176,-73.919821,Manhattan
John Allen Payne Playground,40.640142,-74.024109,Brooklyn
Silver Lake Park,40.624936,-74.095522,Staten Island
Clove Lakes Park,40.616508,-74.105629,Staten Island
Captain Rivera Playground,40.818163,-73.906967,Bronx
Flushing Meadows Corona Park,40.729711,-73.835037,Queens
Greenwood Playground,40.650794,-73.976597,Brooklyn
Leif Ericson Park,40.634876,-74.01828,Brooklyn
Flushing Meadows Corona Park,40.76408,-73.8608,Queens
Hinton Park,40.755342,-73.854513,Queens
Central Park,40.771808,-73.969694,Manhattan
Forest Park,40.710769,-73.835496,Queens
Juniper Valley Park,40.718749,-73.884556,Queens
Andrew Haswell Green Park,40.759342,-73.957751,Manhattan
Hawkins Park,40.846606,-73.78652,Bronx
Bronx River Parkway,40.828018,-73.874002,Bronx
St. James Park,40.86455,-73.89902,Bronx
Brooklyn Bridge Park,40.693704,-74.002795,Brooklyn
Central Park,40.768431,-73.977655,Manhattan
Mount Eden Malls,40.842892,-73.909793,Bronx
Jennie Jerome Playground,40.845653,-73.913413,Bronx
Pelham Bay Park,40.848427,-73.825105,Bronx
Freshkills Park,40.592577,-74.163757,Staten Island
Bloomingdale Park,40.533181,-74.210317,Staten Island
Coney Island Beach & Boardwalk,40.575289,-73.958529,Brooklyn
Vesuvio Playground,40.725256,-74.002487,Manhattan
Sutter Ballfields,40.670644,-73.887558,Brooklyn
Prospect Park,40.666899,-73.973706,Brooklyn
Battery Park City,40.71572,-74.0146,Manhattan
Riverside Park,40.797023,-73.974985,Manhattan
Macombs Dam Park,40.82824,-73.929648,Bronx
Mount Hope Playground,40.850159,-73.909463,Bronx
Kosciuszko Pool,40.691293,-73.948752,Brooklyn
Fort Totten Park,40.792228,-73.779669,Queens
Pratt Playground,40.692489,-73.962679,Brooklyn
Washington Market Park,40.717227,-74.012169,Manhattan
Almeda Playground,40.593304,-73.794502,Queens
Gravesend Park,40.622963,-73.98399,Brooklyn
Prospect Park,40.663586,-73.973349,Brooklyn
Canarsie Park,40.630975,-73.892682,Brooklyn
Arsenal West,40.769783,-73.98292,Manhattan
Central Park,40.781951,-73.971202,Manhattan
Seth Low Playground/ Bealin Square,40.60856,-73.986404,Brooklyn
Saratoga Park,40.685222,-73.918008,Brooklyn
Utopia Playground,40.731154,-73.793424,Queens
Sunset Park,40.647593,-74.002163,Brooklyn
Forest Park,40.700769,-73.852705,Queens
Edmonds Playground,40.689186,-73.971745,Brooklyn
Kissena Corridor Park,40.748276,-73.825309,Queens
Rockaway Beach Boardwalk,40.582961,-73.817548,Queens
Simeone Park,40.741272,-73.860032,Queens
Davis Playground,40.642346,-74.085968,Staten Island
Prospect Park,40.663567,-73.963945,Brooklyn
Allerton Playground,40.865659,-73.850579,Bronx
Van Cortlandt Park,40.8934,-73.882417,Bronx
Heckscher Playground,40.695047,-73.91863,Brooklyn
Arsenal West,40.769783,-73.98292,Manhattan
Red Hook Recreation Area,40.671156,-74.004669,Brooklyn
Sara D. Roosevelt Park,40.720843,-73.992134,Manhattan
James Madison Plaza,40.711418,-74.000545,Manhattan
Coney Island Beach & Boardwalk,40.574306,-73.970865,Brooklyn
Walker Park,40.643484,-74.110287,Staten Island
Franklin D. Roosevelt Boardwalk and Beach,40.589089,-74.067492,Staten Island
Saw Mill Playground,40.8089,-73.91928,Bronx
Fulton Park,40.679655,-73.933874,Brooklyn
Harlem River Park,40.807947,-73.934586,Manhattan
Rockaway Beach Boardwalk,40.586128,-73.801593,Queens
City Line Park,40.679218,-73.874412,Brooklyn
Marine Park,40.607776,-73.936143,Brooklyn
St. John's Park,40.67505,-73.933789,Brooklyn
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
Coney Island Beach & Boardwalk,40.573496,-73.975726,Brooklyn
East River Waterfront Esplanade,40.703559,-74.006942,Manhattan
McCarren Park,40.721143,-73.949557,Brooklyn
Robert L. Clinkscales Playground and Community Garden,40.822748,-73.939871,Manhattan
Crotona Park,40.841089,-73.897416,Bronx
Claremont Park,40.83873,-73.907788,Bronx
Morningside Park,40.806804,-73.957815,Manhattan
Bushwick Playground,40.696097,-73.911836,Brooklyn
Astoria Park,40.781497,-73.918879,Queens
Freshkills Park,40.592778,-74.163715,Staten Island
Osborn Playground,40.65612,-73.906252,Brooklyn
Blood Root Valley,40.587984,-74.136379,Staten Island
Washington Hall Park,40.695345,-73.967103,Brooklyn
Franz Sigel Park,40.824371,-73.924552,Bronx
Manhattan Beach Park,40.576151,-73.941762,Brooklyn
Central Park,40.774483,-73.966421,Manhattan
Forest Park,40.702311,-73.868143,Queens
Van Cortlandt Park,40.883701,-73.881651,Bronx
Pink Playground,40.666459,-73.862598,Brooklyn
Prospect Park,40.664507,-73.973731,Brooklyn
Jackie Robinson Park,40.830163,-73.93994,Manhattan
Central Park,40.77107,-73.96884,Manhattan
Behagen Playground,40.825869,-73.901647,Bronx
Fort Hamilton Athletic Field,40.626839,-74.036271,Brooklyn
Horace Harding Playground,40.733145,-73.860462,Queens
Union Square Park,40.736044,-73.990504,Manhattan
William McCray Playground,40.815534,-73.937713,Manhattan
Mosholu Parkway,40.877964,-73.882607,Bronx
St. Nicholas Park,40.813696,-73.951045,Manhattan
Cunningham Park,40.735066,-73.767962,Queens
Southern Fields,40.665375,-73.825698,Queens
Dr. Gertrude B. Kelly Playground,40.741433,-74.001908,Manhattan
Forest Park,40.700775,-73.85278,Queens
Friends Field,40.618681,-73.972714,Brooklyn
Detective Keith L Williams Park,40.704068,-73.784909,Queens
Tanahey Playground,40.710375,-73.994577,Manhattan
Garden Playground,40.70127,-73.938236,Brooklyn
Pelham Bay Park,40.868036,-73.792711,Bronx
Holcombe Rucker Park,40.829006,-73.936438,Manhattan
Rainey Park,40.76531,-73.941101,Queens
Montbellier Park,40.675741,-73.756269,Queens
Louis Armstrong Community Center,40.757223,-73.861253,Queens
Hunts Point Playground,40.814113,-73.886046,Bronx
Julio Carballo Fields,40.814958,-73.889238,Bronx
McDonald Playground,40.601324,-73.97217,Brooklyn
Blood Root Valley,40.591772,-74.139254,Staten Island
South Pacific Playground,40.675474,-73.920452,Brooklyn
Soundview Park,40.819076,-73.878305,Bronx
Central Park,40.768585,-73.970955,Manhattan
McCarren Park,40.720081,-73.94993,Brooklyn
Prospect Park,40.657284,-73.964002,Brooklyn
Central Park,40.79744,-73.951544,Manhattan
Collect Pond Park,40.716497,-74.001857,Manhattan
Riverside Park,40.809102,-73.966174,Manhattan
Randall Playground,40.819272,-73.849831,Bronx
Murphy Brothers Playground,40.730498,-73.973835,Manhattan
Flushing Meadows Corona Park,40.743126,-73.848907,Queens
Coney Island Beach & Boardwalk,40.572982,-73.980507,Brooklyn
Robert E. Venable Park,40.67453,-73.864882,Brooklyn
Allen Street Malls,40.711044,-73.992124,Manhattan
Forest Park,40.70165,-73.856102,Queens
Marine Park,40.596985,-73.927387,Brooklyn
Yellowstone Park,40.726294,-73.84828,Queens
Beatty Plaza,40.831571,-73.901857,Bronx
Chelsea Park,40.750602,-74.001744,Manhattan
Highland Park,40.687449,-73.89012,Queens
Carl Schurz Park,40.774371,-73.944867,Manhattan
Dyker Beach Park,40.607124,-74.016905,Brooklyn
Marcy Playground,40.695211,-73.951848,Brooklyn
Battery Park City,40.714483,-74.01732,Manhattan
Dyker Beach Park,40.611368,-74.013728,Brooklyn
Wolfe's Pond Park,40.518541,-74.187226,Staten Island
St. Andrew's Playground,40.678994,-73.941926,Brooklyn
James J Walker Park,40.729555,-74.006449,Manhattan
Hattie Carthan Playground,40.685542,-73.946314,Brooklyn
Barretto Point Park,40.80452,-73.888806,Bronx
Riverside Park,40.801944,-73.970849,Manhattan
James Forten Playground,40.676574,-73.965708,Brooklyn
Dr. Ronald McNair Park,40.671014,-73.961963,Brooklyn
Raymond O’Connor Park,40.770976,-73.779351,Queens
Lyons Pool,40.637205,-74.073792,Staten Island
Gertrude Ederle Recreation Center,40.771345,-73.988616,Manhattan
Quaker Parrot Park at the Dust Bowl,40.632307,-74.013411,Brooklyn
Parade Ground,40.651064,-73.965178,Brooklyn
Police Officer Edward Byrne Park,40.667133,-73.807724,Queens
Marcus Garvey Park,40.803352,-73.942736,Manhattan
Van Cortlandt Park,40.895932,-73.878247,Bronx
Hickman Playground,40.62054,-73.912841,Brooklyn
Flushing Meadows Corona Park,40.748435,-73.840544,Queens
Little Flower Playground,40.712595,-73.987928,Manhattan
Coney Island Beach & Boardwalk,40.571519,-73.991794,Brooklyn
Brownsville Playground,40.656223,-73.902784,Brooklyn
Wayanda Park,40.710859,-73.738688,Queens
Washington Square Park,40.73048,-73.996075,Manhattan
The Battery,40.704375,-74.016268,Manhattan
Central Park,40.767597,-73.975957,Manhattan
Whitestone Playground,40.791887,-73.808426,Queens
East River Walk,40.76508,-73.951872,Manhattan
Harlem River Park,40.806853,-73.934604,Manhattan
Central Park,40.784111,-73.959181,Manhattan
Maple Playground,40.755997,-73.825958,Queens
Bath Beach Park,40.602363,-74.011526,Brooklyn
Flushing Meadows Corona Park,40.75167,-73.842962,Queens
Central Park,40.783793,-73.965843,Manhattan
Thomas Jefferson Park,40.792596,-73.935168,Manhattan
Sheltering Arms Playground,40.815334,-73.955922,Manhattan
Seward Park,40.715187,-73.989358,Manhattan
Glen Oaks Oval,40.749697,-73.71613,Queens
Roy Wilkins Recreation Center,40.684653,-73.770289,Queens
Clintonville Playground,40.783041,-73.806859,Queens
Mafera Park,40.706296,-73.891451,Queens
McCarren Park,40.719394,-73.952001,Brooklyn
Coney Island Beach & Boardwalk,40.571648,-73.992297,Brooklyn
Crotona Park,40.837329,-73.890444,Bronx
Thomas Paine Park,40.714877,-74.001884,Manhattan
Flushing Meadows Corona Park,40.743549,-73.842298,Queens
Central Park,40.769864,-73.978009,Manhattan
Prospect Park,40.663667,-73.976657,Brooklyn
Prospect Park,40.667047,-73.972959,Brooklyn
Raymond Bush Playground,40.68659,-73.939439,Brooklyn
