"date","program_type","vacancies_per_day","beds_per_day","vacant_per_day"
"2022-04-04T00:00:00.000","Crisis Shelters","55","250","0.22"
"2022-04-04T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-04-04T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-04T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-04-05T00:00:00.000","Crisis Shelters","61","250","0.24"
"2022-04-05T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-04-05T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-05T00:00:00.000","Transitional Independent Living (TIL)","124","495","0.25"
"2022-04-06T00:00:00.000","Crisis Shelters","61","250","0.24"
"2022-04-06T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-04-06T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-06T00:00:00.000","Transitional Independent Living (TIL)","123","495","0.25"
"2022-04-07T00:00:00.000","Crisis Shelters","58","250","0.23"
"2022-04-07T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-04-07T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-07T00:00:00.000","Transitional Independent Living (TIL)","124","495","0.25"
"2022-04-08T00:00:00.000","Crisis Shelters","56","250","0.22"
"2022-04-08T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-04-08T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-08T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-04-09T00:00:00.000","Crisis Shelters","54","250","0.22"
"2022-04-09T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-04-09T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-09T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-04-10T00:00:00.000","Crisis Shelters","55","250","0.22"
"2022-04-10T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-04-10T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-10T00:00:00.000","Transitional Independent Living (TIL)","124","495","0.25"
"2022-04-11T00:00:00.000","Crisis Shelters","60","250","0.24"
"2022-04-11T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2022-04-11T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-04-11T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-04-12T00:00:00.000","Crisis Shelters","57","250","0.23"
"2022-04-12T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2022-04-12T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-04-12T00:00:00.000","Transitional Independent Living (TIL)","119","495","0.24"
"2022-04-13T00:00:00.000","Crisis Shelters","58","250","0.23"
"2022-04-13T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-04-13T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-04-13T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-04-14T00:00:00.000","Crisis Shelters","60","250","0.24"
"2022-04-14T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2022-04-14T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-04-14T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-04-15T00:00:00.000","Crisis Shelters","59","250","0.24"
"2022-04-15T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-04-15T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-04-15T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-04-16T00:00:00.000","Crisis Shelters","60","250","0.24"
"2022-04-16T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-04-16T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-04-16T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-04-17T00:00:00.000","Crisis Shelters","60","250","0.24"
"2022-04-17T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-04-17T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-17T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-04-18T00:00:00.000","Crisis Shelters","54","250","0.22"
"2022-04-18T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-04-18T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-18T00:00:00.000","Transitional Independent Living (TIL)","127","495","0.26"
"2022-04-19T00:00:00.000","Crisis Shelters","57","250","0.23"
"2022-04-19T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-04-19T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-19T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-04-20T00:00:00.000","Crisis Shelters","56","250","0.22"
"2022-04-20T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-04-20T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-20T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-04-21T00:00:00.000","Crisis Shelters","55","250","0.22"
"2022-04-21T00:00:00.000","Crisis Shelters (HYA)","7","35","0.2"
"2022-04-21T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-21T00:00:00.000","Transitional Independent Living (TIL)","127","495","0.26"
"2022-04-22T00:00:00.000","Crisis Shelters","52","250","0.21"
"2022-04-22T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-04-22T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-22T00:00:00.000","Transitional Independent Living (TIL)","128","495","0.26"
"2022-04-23T00:00:00.000","Crisis Shelters","52","250","0.21"
"2022-04-23T00:00:00.000","Crisis Shelters (HYA)","7","35","0.2"
"2022-04-23T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-23T00:00:00.000","Transitional Independent Living (TIL)","131","495","0.26"
"2022-04-24T00:00:00.000","Crisis Shelters","50","250","0.2"
"2022-04-24T00:00:00.000","Crisis Shelters (HYA)","7","35","0.2"
"2022-04-24T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-24T00:00:00.000","Transitional Independent Living (TIL)","132","495","0.27"
"2022-04-25T00:00:00.000","Crisis Shelters","56","250","0.22"
"2022-04-25T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-04-25T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-25T00:00:00.000","Transitional Independent Living (TIL)","126","495","0.25"
"2022-04-26T00:00:00.000","Crisis Shelters","56","250","0.22"
"2022-04-26T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-04-26T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-26T00:00:00.000","Transitional Independent Living (TIL)","124","495","0.25"
"2022-04-27T00:00:00.000","Crisis Shelters","56","250","0.22"
"2022-04-27T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-04-27T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-27T00:00:00.000","Transitional Independent Living (TIL)","124","495","0.25"
"2022-04-28T00:00:00.000","Crisis Shelters","55","250","0.22"
"2022-04-28T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-04-28T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-28T00:00:00.000","Transitional Independent Living (TIL)","122","495","0.25"
"2022-04-29T00:00:00.000","Crisis Shelters","55","250","0.22"
"2022-04-29T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-04-29T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-29T00:00:00.000","Transitional Independent Living (TIL)","119","495","0.24"
"2022-04-30T00:00:00.000","Crisis Shelters","57","250","0.23"
"2022-04-30T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-04-30T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-04-30T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-05-01T00:00:00.000","Crisis Shelters","64","250","0.26"
"2022-05-01T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-05-01T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-01T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-05-02T00:00:00.000","Crisis Shelters","62","250","0.25"
"2022-05-02T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-05-02T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-02T00:00:00.000","Transitional Independent Living (TIL)","123","495","0.25"
"2022-05-03T00:00:00.000","Crisis Shelters","63","250","0.25"
"2022-05-03T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-05-03T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-03T00:00:00.000","Transitional Independent Living (TIL)","122","495","0.25"
"2022-05-04T00:00:00.000","Crisis Shelters","64","250","0.26"
"2022-05-04T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-05-04T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-04T00:00:00.000","Transitional Independent Living (TIL)","122","495","0.25"
"2022-05-05T00:00:00.000","Crisis Shelters","62","250","0.25"
"2022-05-05T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-05-05T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-05T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-05-06T00:00:00.000","Crisis Shelters","67","250","0.27"
"2022-05-06T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-05-06T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-06T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-05-07T00:00:00.000","Crisis Shelters","70","250","0.28"
"2022-05-07T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-05-07T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-07T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-05-08T00:00:00.000","Crisis Shelters","67","250","0.27"
"2022-05-08T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-05-08T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-08T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-05-09T00:00:00.000","Crisis Shelters","66","250","0.26"
"2022-05-09T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-09T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-09T00:00:00.000","Transitional Independent Living (TIL)","118","495","0.24"
"2022-05-10T00:00:00.000","Crisis Shelters","65","250","0.26"
"2022-05-10T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-10T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-10T00:00:00.000","Transitional Independent Living (TIL)","115","495","0.23"
"2022-05-11T00:00:00.000","Crisis Shelters","65","250","0.26"
"2022-05-11T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-11T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-11T00:00:00.000","Transitional Independent Living (TIL)","115","495","0.23"
"2022-05-12T00:00:00.000","Crisis Shelters","61","250","0.24"
"2022-05-12T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-05-12T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-12T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-13T00:00:00.000","Crisis Shelters","60","250","0.24"
"2022-05-13T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-13T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-13T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-14T00:00:00.000","Crisis Shelters","60","250","0.24"
"2022-05-14T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-14T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-14T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-15T00:00:00.000","Crisis Shelters","63","250","0.25"
"2022-05-15T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-15T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-15T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-16T00:00:00.000","Crisis Shelters","59","250","0.24"
"2022-05-16T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-16T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-16T00:00:00.000","Transitional Independent Living (TIL)","115","495","0.23"
"2022-05-17T00:00:00.000","Crisis Shelters","49","250","0.2"
"2022-05-17T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-17T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-17T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-18T00:00:00.000","Crisis Shelters","49","250","0.2"
"2022-05-18T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-18T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-18T00:00:00.000","Transitional Independent Living (TIL)","114","495","0.23"
"2022-05-19T00:00:00.000","Crisis Shelters","47","250","0.19"
"2022-05-19T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-19T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-19T00:00:00.000","Transitional Independent Living (TIL)","114","495","0.23"
"2022-05-20T00:00:00.000","Crisis Shelters","50","250","0.2"
"2022-05-20T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-20T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-20T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-21T00:00:00.000","Crisis Shelters","48","250","0.19"
"2022-05-21T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-05-21T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-21T00:00:00.000","Transitional Independent Living (TIL)","115","495","0.23"
"2022-05-22T00:00:00.000","Crisis Shelters","47","250","0.19"
"2022-05-22T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-05-22T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-22T00:00:00.000","Transitional Independent Living (TIL)","118","495","0.24"
"2022-05-23T00:00:00.000","Crisis Shelters","45","250","0.18"
"2022-05-23T00:00:00.000","Crisis Shelters (HYA)","6","35","0.17"
"2022-05-23T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-23T00:00:00.000","Transitional Independent Living (TIL)","117","495","0.24"
"2022-05-24T00:00:00.000","Crisis Shelters","48","250","0.19"
"2022-05-24T00:00:00.000","Crisis Shelters (HYA)","5","35","0.14"
"2022-05-24T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-24T00:00:00.000","Transitional Independent Living (TIL)","117","495","0.24"
"2022-05-25T00:00:00.000","Crisis Shelters","38","250","0.15"
"2022-05-25T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-05-25T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-25T00:00:00.000","Transitional Independent Living (TIL)","117","495","0.24"
"2022-05-26T00:00:00.000","Crisis Shelters","40","250","0.16"
"2022-05-26T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-26T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-26T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-05-27T00:00:00.000","Crisis Shelters","40","250","0.16"
"2022-05-27T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-27T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-27T00:00:00.000","Transitional Independent Living (TIL)","117","495","0.24"
"2022-05-28T00:00:00.000","Crisis Shelters","38","250","0.15"
"2022-05-28T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-28T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-28T00:00:00.000","Transitional Independent Living (TIL)","117","495","0.24"
"2022-05-29T00:00:00.000","Crisis Shelters","38","250","0.15"
"2022-05-29T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-05-29T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-29T00:00:00.000","Transitional Independent Living (TIL)","119","495","0.24"
"2022-05-30T00:00:00.000","Crisis Shelters","42","250","0.17"
"2022-05-30T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-05-30T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-30T00:00:00.000","Transitional Independent Living (TIL)","118","495","0.24"
"2022-05-31T00:00:00.000","Crisis Shelters","43","250","0.17"
"2022-05-31T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-05-31T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-05-31T00:00:00.000","Transitional Independent Living (TIL)","122","495","0.25"
"2022-06-01T00:00:00.000","Crisis Shelters","42","250","0.17"
"2022-06-01T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-01T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-01T00:00:00.000","Transitional Independent Living (TIL)","126","495","0.25"
"2022-06-02T00:00:00.000","Crisis Shelters","44","250","0.18"
"2022-06-02T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-02T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-02T00:00:00.000","Transitional Independent Living (TIL)","123","495","0.25"
"2022-06-03T00:00:00.000","Crisis Shelters","46","250","0.18"
"2022-06-03T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-03T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-03T00:00:00.000","Transitional Independent Living (TIL)","122","495","0.25"
"2022-06-04T00:00:00.000","Crisis Shelters","45","250","0.18"
"2022-06-04T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-06-04T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-04T00:00:00.000","Transitional Independent Living (TIL)","123","495","0.25"
"2022-06-05T00:00:00.000","Crisis Shelters","44","250","0.18"
"2022-06-05T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-05T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-05T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-06-06T00:00:00.000","Crisis Shelters","42","250","0.17"
"2022-06-06T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-06T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-06T00:00:00.000","Transitional Independent Living (TIL)","125","495","0.25"
"2022-06-07T00:00:00.000","Crisis Shelters","43","250","0.17"
"2022-06-07T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-07T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2022-06-07T00:00:00.000","Transitional Independent Living (TIL)","126","495","0.25"
"2022-06-08T00:00:00.000","Crisis Shelters","38","250","0.15"
"2022-06-08T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-08T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-06-08T00:00:00.000","Transitional Independent Living (TIL)","130","495","0.26"
"2022-06-09T00:00:00.000","Crisis Shelters","34","250","0.14"
"2022-06-09T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-09T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-06-09T00:00:00.000","Transitional Independent Living (TIL)","123","495","0.25"
"2022-06-10T00:00:00.000","Crisis Shelters","38","250","0.15"
"2022-06-10T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-10T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2022-06-10T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-06-11T00:00:00.000","Crisis Shelters","39","250","0.16"
"2022-06-11T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-11T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-11T00:00:00.000","Transitional Independent Living (TIL)","121","495","0.24"
"2022-06-12T00:00:00.000","Crisis Shelters","39","250","0.16"
"2022-06-12T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-12T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-12T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-06-13T00:00:00.000","Crisis Shelters","36","250","0.14"
"2022-06-13T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-13T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-13T00:00:00.000","Transitional Independent Living (TIL)","119","495","0.24"
"2022-06-14T00:00:00.000","Crisis Shelters","35","250","0.14"
"2022-06-14T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-06-14T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-14T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-06-15T00:00:00.000","Crisis Shelters","39","250","0.16"
"2022-06-15T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-15T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-15T00:00:00.000","Transitional Independent Living (TIL)","113","495","0.23"
"2022-06-16T00:00:00.000","Crisis Shelters","32","250","0.13"
"2022-06-16T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-16T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-16T00:00:00.000","Transitional Independent Living (TIL)","108","495","0.22"
"2022-06-17T00:00:00.000","Crisis Shelters","32","250","0.13"
"2022-06-17T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-17T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-17T00:00:00.000","Transitional Independent Living (TIL)","111","495","0.22"
"2022-06-18T00:00:00.000","Crisis Shelters","35","250","0.14"
"2022-06-18T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-18T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-18T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-06-19T00:00:00.000","Crisis Shelters","34","250","0.14"
"2022-06-19T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-19T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-19T00:00:00.000","Transitional Independent Living (TIL)","116","495","0.23"
"2022-06-20T00:00:00.000","Crisis Shelters","38","250","0.15"
"2022-06-20T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-20T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2022-06-20T00:00:00.000","Transitional Independent Living (TIL)","115","495","0.23"
"2022-06-21T00:00:00.000","Crisis Shelters","33","250","0.13"
"2022-06-21T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-21T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2022-06-21T00:00:00.000","Transitional Independent Living (TIL)","119","495","0.24"
"2022-06-22T00:00:00.000","Crisis Shelters","33","250","0.13"
"2022-06-22T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-22T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2022-06-22T00:00:00.000","Transitional Independent Living (TIL)","119","495","0.24"
"2022-06-23T00:00:00.000","Crisis Shelters","33","250","0.13"
"2022-06-23T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2022-06-23T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2022-06-23T00:00:00.000","Transitional Independent Living (TIL)","120","495","0.24"
"2022-06-24T00:00:00.000","Crisis Shelters","32","250","0.13"
"2022-06-24T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-24T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2022-06-24T00:00:00.000","Transitional Independent Living (TIL)","126","495","0.25"
"2022-06-25T00:00:00.000","Crisis Shelters","31","250","0.12"
"2022-06-25T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-25T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2022-06-25T00:00:00.000","Transitional Independent Living (TIL)","126","495","0.25"
"2022-06-26T00:00:00.000","Crisis Shelters","30","250","0.12"
"2022-06-26T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-26T00:00:00.000","Transitional Independent Living (HYA)","6","25","0.24"
"2022-06-26T00:00:00.000","Transitional Independent Living (TIL)","127","495","0.26"
"2022-06-27T00:00:00.000","Crisis Shelters","29","250","0.12"
"2022-06-27T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-06-27T00:00:00.000","Transitional Independent Living (HYA)","6","25","0.24"
"2022-06-27T00:00:00.000","Transitional Independent Living (TIL)","128","495","0.26"
"2022-06-28T00:00:00.000","Crisis Shelters","28","250","0.11"
"2022-06-28T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-06-28T00:00:00.000","Transitional Independent Living (HYA)","8","25","0.32"
"2022-06-28T00:00:00.000","Transitional Independent Living (TIL)","127","495","0.26"
"2022-06-29T00:00:00.000","Crisis Shelters","33","250","0.13"
"2022-06-29T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-06-29T00:00:00.000","Transitional Independent Living (HYA)","11","25","0.44"
"2022-06-29T00:00:00.000","Transitional Independent Living (TIL)","128","495","0.26"
"2022-06-30T00:00:00.000","Crisis Shelters","55","250","0.22"
"2022-06-30T00:00:00.000","Crisis Shelters (HYA)","4","35","0.11"
"2022-06-30T00:00:00.000","Transitional Independent Living (HYA)","15","25","0.6"
"2022-06-30T00:00:00.000","Transitional Independent Living (TIL)","132","495","0.27"
"2022-07-01T00:00:00.000","Crisis Shelters","44","258","0.17"
"2022-07-01T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2022-07-01T00:00:00.000","Transitional Independent Living (HYA)","0","10","0"
"2022-07-01T00:00:00.000","Transitional Independent Living (TIL)","74","411","0.18"
"2022-07-02T00:00:00.000","Crisis Shelters","41","258","0.16"
"2022-07-02T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-07-02T00:00:00.000","Transitional Independent Living (HYA)","0","10","0"
"2022-07-02T00:00:00.000","Transitional Independent Living (TIL)","74","411","0.18"
"2022-07-03T00:00:00.000","Crisis Shelters","39","258","0.15"
"2022-07-03T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-07-03T00:00:00.000","Transitional Independent Living (HYA)","0","10","0"
"2022-07-03T00:00:00.000","Transitional Independent Living (TIL)","74","411","0.18"
"2022-07-04T00:00:00.000","Crisis Shelters","41","258","0.16"
"2022-07-04T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2022-07-04T00:00:00.000","Transitional Independent Living (HYA)","0","10","0"
"2022-07-04T00:00:00.000","Transitional Independent Living (TIL)","73","411","0.18"
