"date","program_type","vacancies_per_day","beds_per_day","vacant_per_day"
"2020-07-03T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-03T00:00:00.000","Transitional Independent Living (TIL)","103","494","0.21"
"2020-07-04T00:00:00.000","Crisis Shelters","97","258","0.38"
"2020-07-04T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-04T00:00:00.000","Transitional Independent Living (TIL)","105","494","0.21"
"2020-07-05T00:00:00.000","Crisis Shelters","105","258","0.41"
"2020-07-05T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-05T00:00:00.000","Transitional Independent Living (TIL)","108","494","0.22"
"2020-07-06T00:00:00.000","Crisis Shelters","107","258","0.41"
"2020-07-06T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-06T00:00:00.000","Transitional Independent Living (TIL)","112","494","0.23"
"2020-07-07T00:00:00.000","Crisis Shelters","104","258","0.4"
"2020-07-07T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2020-07-07T00:00:00.000","Transitional Independent Living (TIL)","110","494","0.22"
"2020-07-08T00:00:00.000","Crisis Shelters","103","258","0.4"
"2020-07-08T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2020-07-08T00:00:00.000","Transitional Independent Living (TIL)","115","494","0.23"
"2020-07-09T00:00:00.000","Crisis Shelters","103","258","0.4"
"2020-07-09T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2020-07-09T00:00:00.000","Transitional Independent Living (TIL)","111","494","0.22"
"2020-07-10T00:00:00.000","Crisis Shelters","101","258","0.39"
"2020-07-10T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2020-07-10T00:00:00.000","Transitional Independent Living (TIL)","112","494","0.23"
"2020-07-11T00:00:00.000","Crisis Shelters","103","258","0.4"
"2020-07-11T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2020-07-11T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-07-12T00:00:00.000","Crisis Shelters","105","258","0.41"
"2020-07-12T00:00:00.000","Transitional Independent Living (HYA)","5","25","0.2"
"2020-07-12T00:00:00.000","Transitional Independent Living (TIL)","115","494","0.23"
"2020-07-13T00:00:00.000","Crisis Shelters","96","258","0.37"
"2020-07-13T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-13T00:00:00.000","Transitional Independent Living (TIL)","123","494","0.25"
"2020-07-14T00:00:00.000","Crisis Shelters","90","258","0.35"
"2020-07-14T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-14T00:00:00.000","Transitional Independent Living (TIL)","125","494","0.25"
"2020-07-15T00:00:00.000","Crisis Shelters","90","258","0.35"
"2020-07-15T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-15T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-07-16T00:00:00.000","Crisis Shelters","87","258","0.34"
"2020-07-16T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-16T00:00:00.000","Transitional Independent Living (TIL)","129","494","0.26"
"2020-07-17T00:00:00.000","Crisis Shelters","88","258","0.34"
"2020-07-17T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-17T00:00:00.000","Transitional Independent Living (TIL)","129","494","0.26"
"2020-07-18T00:00:00.000","Crisis Shelters","89","258","0.34"
"2020-07-18T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-18T00:00:00.000","Transitional Independent Living (TIL)","129","494","0.26"
"2020-07-19T00:00:00.000","Crisis Shelters","92","258","0.36"
"2020-07-19T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-19T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-07-20T00:00:00.000","Crisis Shelters","97","258","0.38"
"2020-07-20T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-20T00:00:00.000","Transitional Independent Living (TIL)","124","494","0.25"
"2020-07-21T00:00:00.000","Crisis Shelters","99","258","0.38"
"2020-07-21T00:00:00.000","Transitional Independent Living (HYA)","4","25","0.16"
"2020-07-21T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-07-22T00:00:00.000","Crisis Shelters","98","258","0.38"
"2020-07-22T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-22T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-07-23T00:00:00.000","Crisis Shelters","96","258","0.37"
"2020-07-23T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-23T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-07-24T00:00:00.000","Crisis Shelters","91","258","0.35"
"2020-07-24T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-24T00:00:00.000","Transitional Independent Living (TIL)","115","494","0.23"
"2020-07-25T00:00:00.000","Crisis Shelters","90","258","0.35"
"2020-07-25T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-25T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-07-26T00:00:00.000","Crisis Shelters","89","258","0.34"
"2020-07-26T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-26T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-07-27T00:00:00.000","Crisis Shelters","85","258","0.33"
"2020-07-27T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-07-27T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-07-28T00:00:00.000","Crisis Shelters","85","258","0.33"
"2020-07-28T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-07-28T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-07-29T00:00:00.000","Crisis Shelters","82","258","0.32"
"2020-07-29T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-29T00:00:00.000","Transitional Independent Living (TIL)","113","494","0.23"
"2020-07-30T00:00:00.000","Crisis Shelters","77","258","0.3"
"2020-07-30T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-30T00:00:00.000","Transitional Independent Living (TIL)","115","494","0.23"
"2020-07-31T00:00:00.000","Crisis Shelters","82","258","0.32"
"2020-07-31T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-07-31T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-08-01T00:00:00.000","Crisis Shelters","88","258","0.34"
"2020-08-01T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-01T00:00:00.000","Transitional Independent Living (TIL)","113","494","0.23"
"2020-08-02T00:00:00.000","Crisis Shelters","83","258","0.32"
"2020-08-02T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-02T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-08-03T00:00:00.000","Crisis Shelters","78","258","0.3"
"2020-08-03T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-03T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-08-04T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-08-04T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-04T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-08-05T00:00:00.000","Crisis Shelters","78","258","0.3"
"2020-08-05T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-05T00:00:00.000","Transitional Independent Living (TIL)","117","494","0.24"
"2020-08-06T00:00:00.000","Crisis Shelters","78","258","0.3"
"2020-08-06T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-06T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-08-07T00:00:00.000","Crisis Shelters","81","258","0.31"
"2020-08-07T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-07T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-08-08T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-08-08T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-08T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-08-09T00:00:00.000","Crisis Shelters","83","258","0.32"
"2020-08-09T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-09T00:00:00.000","Transitional Independent Living (TIL)","113","494","0.23"
"2020-08-10T00:00:00.000","Crisis Shelters","81","258","0.31"
"2020-08-10T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-10T00:00:00.000","Transitional Independent Living (TIL)","112","494","0.23"
"2020-08-11T00:00:00.000","Crisis Shelters","82","258","0.32"
"2020-08-11T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-11T00:00:00.000","Transitional Independent Living (TIL)","110","494","0.22"
"2020-08-12T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-08-12T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-12T00:00:00.000","Transitional Independent Living (TIL)","113","494","0.23"
"2020-08-13T00:00:00.000","Crisis Shelters","83","258","0.32"
"2020-08-13T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-13T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-08-14T00:00:00.000","Crisis Shelters","83","258","0.32"
"2020-08-14T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-14T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-08-15T00:00:00.000","Crisis Shelters","96","258","0.37"
"2020-08-15T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-15T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-08-16T00:00:00.000","Crisis Shelters","95","258","0.37"
"2020-08-16T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-16T00:00:00.000","Transitional Independent Living (TIL)","120","494","0.24"
"2020-08-17T00:00:00.000","Crisis Shelters","95","258","0.37"
"2020-08-17T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-17T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-08-18T00:00:00.000","Crisis Shelters","88","258","0.34"
"2020-08-18T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-18T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-08-19T00:00:00.000","Crisis Shelters","89","258","0.34"
"2020-08-19T00:00:00.000","Transitional Independent Living (HYA)","3","25","0.12"
"2020-08-19T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-08-20T00:00:00.000","Crisis Shelters","87","258","0.34"
"2020-08-20T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-08-20T00:00:00.000","Transitional Independent Living (TIL)","117","494","0.24"
"2020-08-21T00:00:00.000","Crisis Shelters","91","258","0.35"
"2020-08-21T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-21T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-08-22T00:00:00.000","Crisis Shelters","94","258","0.36"
"2020-08-22T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-22T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-08-23T00:00:00.000","Crisis Shelters","96","258","0.37"
"2020-08-23T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-23T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-08-24T00:00:00.000","Crisis Shelters","95","258","0.37"
"2020-08-24T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-24T00:00:00.000","Transitional Independent Living (TIL)","117","494","0.24"
"2020-08-25T00:00:00.000","Crisis Shelters","102","258","0.4"
"2020-08-25T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-25T00:00:00.000","Transitional Independent Living (TIL)","114","494","0.23"
"2020-08-26T00:00:00.000","Crisis Shelters","101","258","0.39"
"2020-08-26T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-26T00:00:00.000","Transitional Independent Living (TIL)","112","494","0.23"
"2020-08-27T00:00:00.000","Crisis Shelters","101","258","0.39"
"2020-08-27T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-27T00:00:00.000","Transitional Independent Living (TIL)","112","494","0.23"
"2020-08-28T00:00:00.000","Crisis Shelters","98","258","0.38"
"2020-08-28T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-08-28T00:00:00.000","Transitional Independent Living (TIL)","117","494","0.24"
"2020-08-29T00:00:00.000","Crisis Shelters","96","258","0.37"
"2020-08-29T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-08-29T00:00:00.000","Transitional Independent Living (TIL)","120","494","0.24"
"2020-08-30T00:00:00.000","Crisis Shelters","100","258","0.39"
"2020-08-30T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-08-30T00:00:00.000","Transitional Independent Living (TIL)","121","494","0.24"
"2020-08-31T00:00:00.000","Crisis Shelters","90","258","0.35"
"2020-08-31T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-08-31T00:00:00.000","Transitional Independent Living (TIL)","120","494","0.24"
"2020-09-01T00:00:00.000","Crisis Shelters","88","258","0.34"
"2020-09-01T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-01T00:00:00.000","Transitional Independent Living (TIL)","121","494","0.24"
"2020-09-02T00:00:00.000","Crisis Shelters","93","258","0.36"
"2020-09-02T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-02T00:00:00.000","Transitional Independent Living (TIL)","120","494","0.24"
"2020-09-03T00:00:00.000","Crisis Shelters","85","258","0.33"
"2020-09-03T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-03T00:00:00.000","Transitional Independent Living (TIL)","121","494","0.24"
"2020-09-04T00:00:00.000","Crisis Shelters","85","258","0.33"
"2020-09-04T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-09-04T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-09-05T00:00:00.000","Crisis Shelters","82","258","0.32"
"2020-09-05T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-09-05T00:00:00.000","Transitional Independent Living (TIL)","120","494","0.24"
"2020-09-06T00:00:00.000","Crisis Shelters","87","258","0.34"
"2020-09-06T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-09-06T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-09-07T00:00:00.000","Crisis Shelters","88","258","0.34"
"2020-09-07T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-07T00:00:00.000","Transitional Independent Living (TIL)","117","494","0.24"
"2020-09-08T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-09-08T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-08T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-09-09T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-09-09T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-09T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-09-10T00:00:00.000","Crisis Shelters","76","258","0.29"
"2020-09-10T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-10T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-09-11T00:00:00.000","Crisis Shelters","74","258","0.29"
"2020-09-11T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-11T00:00:00.000","Transitional Independent Living (TIL)","117","494","0.24"
"2020-09-12T00:00:00.000","Crisis Shelters","70","258","0.27"
"2020-09-12T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-12T00:00:00.000","Transitional Independent Living (TIL)","118","494","0.24"
"2020-09-13T00:00:00.000","Crisis Shelters","73","258","0.28"
"2020-09-13T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-13T00:00:00.000","Transitional Independent Living (TIL)","119","494","0.24"
"2020-09-14T00:00:00.000","Crisis Shelters","71","258","0.28"
"2020-09-14T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-14T00:00:00.000","Transitional Independent Living (TIL)","120","494","0.24"
"2020-09-15T00:00:00.000","Crisis Shelters","71","258","0.28"
"2020-09-15T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-15T00:00:00.000","Transitional Independent Living (TIL)","121","494","0.24"
"2020-09-16T00:00:00.000","Crisis Shelters","73","258","0.28"
"2020-09-16T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-16T00:00:00.000","Transitional Independent Living (TIL)","121","494","0.24"
"2020-09-17T00:00:00.000","Crisis Shelters","76","258","0.29"
"2020-09-17T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-17T00:00:00.000","Transitional Independent Living (TIL)","122","494","0.25"
"2020-09-18T00:00:00.000","Crisis Shelters","70","258","0.27"
"2020-09-18T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-18T00:00:00.000","Transitional Independent Living (TIL)","124","494","0.25"
"2020-09-19T00:00:00.000","Crisis Shelters","67","258","0.26"
"2020-09-19T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-19T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-09-20T00:00:00.000","Crisis Shelters","68","258","0.26"
"2020-09-20T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-20T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-09-21T00:00:00.000","Crisis Shelters","69","258","0.27"
"2020-09-21T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-21T00:00:00.000","Transitional Independent Living (TIL)","127","494","0.26"
"2020-09-22T00:00:00.000","Crisis Shelters","66","258","0.26"
"2020-09-22T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-09-22T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-09-23T00:00:00.000","Crisis Shelters","66","258","0.26"
"2020-09-23T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-23T00:00:00.000","Transitional Independent Living (TIL)","125","494","0.25"
"2020-09-24T00:00:00.000","Crisis Shelters","72","258","0.28"
"2020-09-24T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-24T00:00:00.000","Transitional Independent Living (TIL)","121","494","0.24"
"2020-09-25T00:00:00.000","Crisis Shelters","76","258","0.29"
"2020-09-25T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-09-25T00:00:00.000","Transitional Independent Living (TIL)","123","494","0.25"
"2020-09-26T00:00:00.000","Crisis Shelters","79","258","0.31"
"2020-09-26T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-26T00:00:00.000","Transitional Independent Living (TIL)","125","494","0.25"
"2020-09-27T00:00:00.000","Crisis Shelters","77","258","0.3"
"2020-09-27T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-27T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-09-28T00:00:00.000","Crisis Shelters","75","258","0.29"
"2020-09-28T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-28T00:00:00.000","Transitional Independent Living (TIL)","123","494","0.25"
"2020-09-29T00:00:00.000","Crisis Shelters","76","258","0.29"
"2020-09-29T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-29T00:00:00.000","Transitional Independent Living (TIL)","123","494","0.25"
"2020-09-30T00:00:00.000","Crisis Shelters","77","258","0.3"
"2020-09-30T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-09-30T00:00:00.000","Transitional Independent Living (TIL)","125","494","0.25"
"2020-10-01T00:00:00.000","Crisis Shelters","72","258","0.28"
"2020-10-01T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-01T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-10-02T00:00:00.000","Crisis Shelters","71","258","0.28"
"2020-10-02T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2020-10-02T00:00:00.000","Transitional Independent Living (TIL)","129","494","0.26"
"2020-10-03T00:00:00.000","Crisis Shelters","69","258","0.27"
"2020-10-03T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-03T00:00:00.000","Transitional Independent Living (TIL)","131","494","0.27"
"2020-10-04T00:00:00.000","Crisis Shelters","77","258","0.3"
"2020-10-04T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-04T00:00:00.000","Transitional Independent Living (TIL)","133","494","0.27"
"2020-10-05T00:00:00.000","Crisis Shelters","72","258","0.28"
"2020-10-05T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-05T00:00:00.000","Transitional Independent Living (TIL)","131","494","0.27"
"2020-10-06T00:00:00.000","Crisis Shelters","70","258","0.27"
"2020-10-06T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-06T00:00:00.000","Transitional Independent Living (TIL)","129","494","0.26"
"2020-10-07T00:00:00.000","Crisis Shelters","72","258","0.28"
"2020-10-07T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-07T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-10-08T00:00:00.000","Crisis Shelters","70","258","0.27"
"2020-10-08T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-08T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-10-09T00:00:00.000","Crisis Shelters","78","258","0.3"
"2020-10-09T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-09T00:00:00.000","Transitional Independent Living (TIL)","130","494","0.26"
"2020-10-10T00:00:00.000","Crisis Shelters","79","258","0.31"
"2020-10-10T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-10T00:00:00.000","Transitional Independent Living (TIL)","131","494","0.27"
"2020-10-11T00:00:00.000","Crisis Shelters","81","258","0.31"
"2020-10-11T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-11T00:00:00.000","Transitional Independent Living (TIL)","131","494","0.27"
"2020-10-12T00:00:00.000","Crisis Shelters","82","258","0.32"
"2020-10-12T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-12T00:00:00.000","Transitional Independent Living (TIL)","131","494","0.27"
"2020-10-13T00:00:00.000","Crisis Shelters","79","258","0.31"
"2020-10-13T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-13T00:00:00.000","Transitional Independent Living (TIL)","131","494","0.27"
"2020-10-14T00:00:00.000","Crisis Shelters","81","258","0.31"
"2020-10-14T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-14T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-10-15T00:00:00.000","Crisis Shelters","84","258","0.33"
"2020-10-15T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-15T00:00:00.000","Transitional Independent Living (TIL)","129","494","0.26"
"2020-10-16T00:00:00.000","Crisis Shelters","75","258","0.29"
"2020-10-16T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-16T00:00:00.000","Transitional Independent Living (TIL)","128","494","0.26"
"2020-10-17T00:00:00.000","Crisis Shelters","75","258","0.29"
"2020-10-17T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-17T00:00:00.000","Transitional Independent Living (TIL)","125","494","0.25"
"2020-10-18T00:00:00.000","Crisis Shelters","71","258","0.28"
"2020-10-18T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-18T00:00:00.000","Transitional Independent Living (TIL)","125","494","0.25"
"2020-10-19T00:00:00.000","Crisis Shelters","70","258","0.27"
"2020-10-19T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-19T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-10-20T00:00:00.000","Crisis Shelters","68","258","0.26"
"2020-10-20T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-20T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-10-21T00:00:00.000","Crisis Shelters","70","258","0.27"
"2020-10-21T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-21T00:00:00.000","Transitional Independent Living (TIL)","126","494","0.26"
"2020-10-22T00:00:00.000","Crisis Shelters","68","258","0.26"
"2020-10-22T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-22T00:00:00.000","Transitional Independent Living (TIL)","123","494","0.25"
"2020-10-23T00:00:00.000","Crisis Shelters","81","258","0.31"
"2020-10-23T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-23T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-10-24T00:00:00.000","Crisis Shelters","85","258","0.33"
"2020-10-24T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-24T00:00:00.000","Transitional Independent Living (TIL)","115","494","0.23"
"2020-10-25T00:00:00.000","Crisis Shelters","86","258","0.33"
"2020-10-25T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-25T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-10-26T00:00:00.000","Crisis Shelters","83","258","0.32"
"2020-10-26T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-26T00:00:00.000","Transitional Independent Living (TIL)","116","494","0.23"
"2020-10-27T00:00:00.000","Crisis Shelters","77","258","0.3"
"2020-10-27T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-27T00:00:00.000","Transitional Independent Living (TIL)","112","494","0.23"
"2020-10-28T00:00:00.000","Crisis Shelters","79","258","0.31"
"2020-10-28T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-28T00:00:00.000","Transitional Independent Living (TIL)","109","494","0.22"
"2020-10-29T00:00:00.000","Crisis Shelters","79","258","0.31"
"2020-10-29T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-10-29T00:00:00.000","Transitional Independent Living (TIL)","107","494","0.22"
"2020-10-30T00:00:00.000","Crisis Shelters","78","258","0.3"
"2020-10-30T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-30T00:00:00.000","Transitional Independent Living (TIL)","105","494","0.21"
"2020-10-31T00:00:00.000","Crisis Shelters","86","258","0.33"
"2020-10-31T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-10-31T00:00:00.000","Transitional Independent Living (TIL)","105","494","0.21"
"2020-11-01T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-11-01T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2020-11-01T00:00:00.000","Transitional Independent Living (TIL)","106","494","0.21"
"2020-11-02T00:00:00.000","Crisis Shelters","80","258","0.31"
"2020-11-02T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2020-11-02T00:00:00.000","Transitional Independent Living (TIL)","107","494","0.22"
